,Volt_abajo_Peltier,Volt_arriba_Peltier,err_Volt_abajo_Peltier,err_Volt_arriba_Peltier,tiempos,T1,T2,voltajes_posta
0,0.000932894,0.000995849,1.01865788e-07,1.0199169800000001e-07,1.1080174446105957,297.8808366034889,296.32039562576244,0.0200508
1,0.000932426,0.000994529,1.01864852e-07,1.0198905800000001e-07,2.2794220447540283,297.8481411015747,296.30878721724486,0.019637
2,0.00093201,0.00099259,1.0186402e-07,1.0198518000000001e-07,3.4643380641937256,297.80011160861187,296.2984685300675,0.0192534
3,0.000931937,0.000991102,1.0186387400000001e-07,1.0198220400000002e-07,4.632310152053833,297.76325205572454,296.2966577890208,0.0188612
4,0.0009315,0.000988996,1.0186300000000002e-07,1.0197799200000001e-07,5.8113179206848145,297.7110817653676,296.2858180857133,0.0184935
5,0.000931073,0.000987654,1.01862146e-07,1.01975308e-07,6.982584476470947,297.67783614593964,296.27522632841385,0.0181244
6,0.000931135,0.000985705,1.0186227000000002e-07,1.0197141000000001e-07,8.155560970306396,297.6295513950351,296.27676424791537,0.0177378
7,0.000930521,0.000983997,1.0186104200000001e-07,1.0196799400000001e-07,9.3244047164917,297.58723544814995,296.26153379002164,0.0173986
8,0.000930344,0.000982393,1.0186068800000001e-07,1.01964786e-07,10.493422031402588,297.54749462195565,296.2571432121131,0.017039
9,0.000929845,0.000980685,1.0185969e-07,1.0196137e-07,11.662169218063354,297.50517549330937,296.2447651618516,0.0166988
10,0.000929564,0.000979868,1.0185912800000001e-07,1.0195973600000002e-07,12.84133529663086,297.48493209844776,296.2377946961574,0.0163624
11,0.000929616,0.000977751,1.0185923200000001e-07,1.0195550200000001e-07,14.012053728103638,297.4324759263341,296.2390846076939,0.0160442
12,0.000929022,0.000976535,1.0185804400000001e-07,1.0195307000000002e-07,15.18264126777649,297.40234408178065,296.22434975993696,0.0157235
13,0.000928793,0.000975152,1.0185758600000002e-07,1.0195030400000001e-07,16.34984517097473,297.36807305547086,296.21866910152073,0.0154214
14,0.000928616,0.000973675,1.01857232e-07,1.0194735000000002e-07,17.523146390914917,297.3314715043213,296.2142783544002,0.0151074
15,0.000927971,0.000972386,1.0185594200000001e-07,1.0194477200000001e-07,18.690719604492188,297.29952778285985,296.19827802761154,0.0148301
16,0.000927971,0.000971453,1.0185594200000001e-07,1.01942906e-07,19.857337713241577,297.2764057956972,296.19827802761154,0.014523
17,0.000927503,0.000970279,1.01855006e-07,1.0194055800000001e-07,21.031991243362427,297.2473105546715,296.1866683441656,0.0142509
18,0.000927295,0.000968414,1.0185459e-07,1.01936828e-07,22.20144534111023,297.20108867303327,296.1815084459885,0.0139781
19,0.000926951,0.000967387,1.0185390200000002e-07,1.01934774e-07,23.369125366210938,297.17563482637894,296.1729747157507,0.0137085
20,0.000926712,0.00096636,1.0185342400000001e-07,1.0193272000000001e-07,24.542664051055908,297.15018038907414,296.1670457193159,0.0134316
21,0.000926014,0.000965102,1.01852028e-07,1.0193020400000001e-07,25.711509704589844,297.118999757655,296.1497298921009,0.0131756
22,0.000925754,0.00096351,1.0185150800000002e-07,1.0192702e-07,26.880670070648193,297.0795393742751,296.14327980168514,0.0129319
23,0.000925525,0.000962315,1.0185105e-07,1.0192463000000002e-07,28.051315546035767,297.0499183685549,296.13759872957735,0.0126868
24,0.00092565,0.000961246,1.018513e-07,1.0192249200000002e-07,29.22139286994934,297.02341990518516,296.14069975506135,0.0124484
25,0.000925015,0.000959926,1.0185003000000002e-07,1.0191985200000001e-07,30.396951913833618,296.99069875100236,296.12494645615266,0.0121944
26,0.000924911,0.000958448,1.01849822e-07,1.01916896e-07,31.569836378097534,296.95405981846056,296.12236636707314,0.0119555
27,0.000924609,0.000957494,1.0184921800000001e-07,1.0191498800000002e-07,32.74992299079895,296.9304099542411,296.1148741514634,0.0117335
28,0.00092413,0.000956237,1.0184826e-07,1.0191247400000002e-07,33.93312907218933,296.8992478792857,296.10299069956625,0.0115028
29,0.000924078,0.000955912,1.01848156e-07,1.01911824e-07,35.11763954162598,296.8911907156127,296.1017006303588,0.0112815
30,0.000923506,0.000954319,1.01847012e-07,1.0190863800000001e-07,36.30995178222656,296.8516973655123,296.0875097705444,0.0110795
31,0.000923308,0.000953187,1.0184661600000001e-07,1.0190637400000002e-07,37.5001335144043,296.82363217851025,296.0825975077556,0.0108595
32,0.000922871,0.000951762,1.0184574200000001e-07,1.01903524e-07,38.740458250045776,296.78830175321707,296.0717557198628,0.0106416
33,0.000922559,0.000951112,1.01845118e-07,1.0190222400000001e-07,39.941630840301514,296.7721857447256,296.0640150653916,0.0104362
34,0.000922028,0.000950379,1.01844056e-07,1.01900758e-07,41.13793683052063,296.75401156347,296.05084094340714,0.0102453
35,0.000921809,0.000949268,1.0184361800000001e-07,1.0189853600000002e-07,42.33013582229614,296.7264645871177,296.0454075031511,0.0100477
36,0.000921445,0.000948178,1.0184289000000002e-07,1.01896356e-07,43.52188539505005,296.6994376326347,296.03637652108335,0.0098474
37,0.000921247,0.000947099,1.01842494e-07,1.01894198e-07,44.72477173805237,296.6726827757657,296.0314640331129,0.0096674
38,0.000920623,0.000946585,1.0184124600000001e-07,1.0189317e-07,45.929667472839355,296.65993741683127,296.01598211138923,0.0094746
39,0.000920727,0.000945003,1.0184145400000001e-07,1.0189000600000002e-07,47.131813764572144,296.62070856086655,296.0185624465892,0.0093085
40,0.000920467,0.000944552,1.01840934e-07,1.01889104e-07,48.33031702041626,296.60952485831126,296.01211159740586,0.0091338
41,0.000919863,0.000943546,1.01839726e-07,1.0188709200000001e-07,49.53911638259888,296.58457809876637,295.9971256346584,0.0089554
42,0.000919665,0.000943305,1.0183933000000001e-07,1.0188661e-07,50.75441312789917,296.5786017040466,295.99221297395707,0.0087919
43,0.000919061,0.000942278,1.01838122e-07,1.01884556e-07,51.974003076553345,296.5531334692237,295.9772267441655,0.0086318
44,0.000919353,0.00094167,1.01838706e-07,1.0188334e-07,53.19650483131409,296.5380556012346,295.9844717677821,0.0084541
45,0.000918718,0.00094035,1.0183743600000001e-07,1.0188070000000001e-07,54.418224573135376,296.50532004939726,295.968716262569,0.0082845
46,0.000918478,0.000939858,1.0183695600000001e-07,1.01879716e-07,55.63452649116516,296.4931183688919,295.9627613680883,0.008118
47,0.000918104,0.000939292,1.0183620800000001e-07,1.0187858400000001e-07,56.84883975982666,296.4790813100428,295.95348159425725,0.0079638
48,0.00091801,0.000937835,1.0183602e-07,1.0187567e-07,58.06991720199585,296.442946225712,295.9511492325658,0.0078126
49,0.000917635,0.000937122,1.0183527000000001e-07,1.01874244e-07,59.29838681221008,296.4252626700842,295.941844549714,0.00767
50,0.000917521,0.000936368,1.01835042e-07,1.0187273600000001e-07,60.52902841567993,296.4065619412274,295.93901591077287,0.0075059
51,0.000917063,0.000936064,1.01834126e-07,1.01872128e-07,61.75943183898926,296.3990220356332,295.92765165761654,0.0073711
52,0.000916876,0.000935519,1.0183375200000001e-07,1.01871038e-07,62.99697256088257,296.3855046423902,295.9230116345769,0.0072266
53,0.000916636,0.000934607,1.0183327200000002e-07,1.01869214e-07,64.2329957485199,296.36288434262906,295.9170564965763,0.007089
54,0.000916209,0.000933549,1.0183241800000002e-07,1.01867098e-07,65.47173810005188,296.33664223311484,295.9064612351395,0.0069553
55,0.000915897,0.000932595,1.01831794e-07,1.0186519000000001e-07,66.70944547653198,296.31297915653585,295.89871943497536,0.006819
56,0.000915804,0.000932071,1.0183160800000002e-07,1.0186414200000002e-07,67.94659447669983,296.2999816127887,295.8964117726362,0.0066928
57,0.000915366,0.000931642,1.01830732e-07,1.01863284e-07,69.19738841056824,296.28934038076414,295.8855433634158,0.0065677
58,0.000915148,0.000931086,1.0183029600000001e-07,1.01862172e-07,70.4398250579834,296.2755487955824,295.8801339331706,0.0064362
59,0.000914794,0.000930258,1.0182958800000001e-07,1.01860516e-07,71.69038772583008,296.2550099307127,295.87134975678083,0.0063063
60,0.0009147,0.000929839,1.0182940000000001e-07,1.0185967800000001e-07,72.94939589500427,296.24461632674166,295.86901722378013,0.0061847
61,0.000914263,0.000929095,1.01828526e-07,1.0185819e-07,74.19923830032349,296.22616061874976,295.85817336290796,0.0060637
62,0.000914055,0.0009281,1.0182811e-07,1.018562e-07,75.45839762687683,296.20147811137343,295.85301194600027,0.0059437
63,0.000913711,0.000927356,1.0182742200000001e-07,1.0185471200000002e-07,76.73166608810425,296.1830216878364,295.8444757042715,0.0058171
64,0.000913815,0.000926811,1.0182763000000001e-07,1.01853622e-07,77.99130392074585,296.169501667276,295.8470564353798,0.0057077
65,0.000913274,0.00092614,1.01826548e-07,1.0185228e-07,79.26603102684021,296.15285569171203,295.83363160565756,0.0056095
66,0.000913305,0.000925364,1.0182661000000002e-07,1.0185072800000001e-07,80.52934694290161,296.13360459603524,295.83440087011866,0.0054998
67,0.000912598,0.000925218,1.0182519600000001e-07,1.0185043600000001e-07,81.80707740783691,296.12998257435595,295.8168565460068,0.0054015
68,0.000912504,0.000924421,1.01825008e-07,1.0184884200000001e-07,83.07989048957825,296.1102100977656,295.81452389947054,0.0052976
69,0.000912067,0.000924023,1.0182413400000001e-07,1.01848046e-07,84.35524225234985,296.10033613245713,295.8036795108326,0.0051957
70,0.000912036,0.000922975,1.0182407200000002e-07,1.0184595e-07,85.6337776184082,296.07433592608135,295.8029102252711,0.0050767
71,0.000911588,0.000922001,1.01823176e-07,1.01844002e-07,86.91308689117432,296.0501710686413,295.79179274915083,0.0049855
72,0.000911203,0.000922137,1.0182240600000001e-07,1.0184427400000001e-07,88.1903281211853,296.0535452485577,295.78223857998336,0.0048876
73,0.000911297,0.000921403,1.01822594e-07,1.0184280600000002e-07,89.46940684318542,296.0353344799877,295.78457129373766,0.0047955
74,0.000910807,0.000921257,1.01821614e-07,1.01842514e-07,90.74811720848083,296.0317121390845,295.77241134958126,0.0047023
75,0.000910454,0.000963876,1.01820908e-07,1.0192775200000001e-07,92.03615283966064,297.0886114221075,295.7636511447983,0.0046034
76,0.000910037,0.000917442,1.0182007400000001e-07,1.01834884e-07,93.42925453186035,295.9370557094127,295.7533025993977,0.0044923
77,0.000909871,0.000916059,1.0181974200000001e-07,1.0183211800000001e-07,94.83246040344238,295.90273922251856,295.7491830079836,0.0043952
